Census year,Block ID,CLUE small area,Seating type,Number of seats,Longitude,Latitude
2009,1108,Docklands,Seats - Indoor,68,144.9440986,-37.82026084
2010,1108,Docklands,Seats - Outdoor,16,144.9434599,-37.82044558
2019,724,Melbourne (Remainder),Seats - Outdoor,56,144.9802844,-37.84659007
2009,51,Melbourne (CBD),Seats - Indoor,26,144.95526,-37.81608475
2011,24,Melbourne (CBD),Seats - Indoor,70,144.9624418,-37.81728433
2014,11,Melbourne (CBD),Seats - Outdoor,6,144.9558379,-37.82001952
2020,103,Melbourne (CBD),Seats - Indoor,46,144.9566012,-37.81015871
2008,317,North Melbourne,Seats - Indoor,40,144.9430243,-37.79859448
2006,252,Carlton,Seats - Indoor,24,144.9667087,-37.80443919
2019,212,Carlton,Seats - Indoor,30,144.9690954,-37.79465838
2024,81,Melbourne (CBD),Seats - Indoor,50,144.9518789,-37.81337023
2022,205,Carlton,Seats - Outdoor,24,144.9652584,-37.7987209
2018,32,Melbourne (CBD),Seats - Indoor,120,144.9579514,-37.8176551
2005,361,North Melbourne,Seats - Outdoor,12,144.9573997,-37.80580596
2018,48,Melbourne (CBD),Seats - Outdoor,2,144.9709029,-37.812234
2006,724,Melbourne (Remainder),Seats - Outdoor,72,144.9809584,-37.84736514
2012,34,Melbourne (CBD),Seats - Outdoor,8,144.9629844,-37.81570426
2009,32,Melbourne (CBD),Seats - Indoor,35,144.9574732,-37.81753383
2011,1108,Docklands,Seats - Indoor,44,144.9458159,-37.82204769
2024,248,Carlton,Seats - Indoor,80,144.9685975,-37.80116198
2008,34,Melbourne (CBD),Seats - Indoor,15,144.9632938,-37.81554941
2004,812,Southbank,Seats - Indoor,2,144.9658538,-37.82222635
2022,26,Melbourne (CBD),Seats - Indoor,150,144.9687553,-37.81543178
2008,93,Melbourne (CBD),Seats - Indoor,10,144.9580529,-37.81075363
2015,520,Kensington,Seats - Indoor,36,144.9274102,-37.79735385
2016,65,Melbourne (CBD),Seats - Indoor,50,144.9647878,-37.81239398
2009,267,Carlton,Seats - Indoor,42,144.9664413,-37.80566982
2017,54,Melbourne (CBD),Seats - Indoor,15,144.9617562,-37.81416355
2019,228,Carlton,Seats - Indoor,75,144.9733817,-37.79303229
2002,760,Melbourne (Remainder),Seats - Indoor,170,144.9790856,-37.84331875
2013,66,Melbourne (CBD),Seats - Outdoor,16,144.9662609,-37.8114331
2019,91,West Melbourne (Residential),Seats - Indoor,16,144.9535989,-37.81229604
2014,63,Melbourne (CBD),Seats - Outdoor,4,144.9597543,-37.81355361
2017,1108,Docklands,Seats - Indoor,30,144.9405346,-37.82003426
2004,246,Carlton,Seats - Indoor,70,144.9666819,-37.8008985
2008,88,Melbourne (CBD),Seats - Indoor,16,144.9710147,-37.80814514
2019,53,Melbourne (CBD),Seats - Outdoor,10,144.9594641,-37.81506553
2015,265,Carlton,Seats - Indoor,20,144.9638907,-37.80601034
2012,101,West Melbourne (Residential),Seats - Indoor,30,144.9509457,-37.81132597
2005,58,Melbourne (CBD),Seats - Indoor,50,144.9709434,-37.81125826
2024,435,West Melbourne (Residential),Seats - Indoor,20,144.9556037,-37.80606639
2016,105,Melbourne (CBD),Seats - Indoor,46,144.9617722,-37.80817062
2002,656,East Melbourne,Seats - Indoor,40,144.9800963,-37.81823533
2008,38,Melbourne (CBD),Seats - Outdoor,10,144.9728919,-37.81330535
2021,226,Carlton,Seats - Indoor,30,144.9711917,-37.79514419
2009,904,Parkville,Seats - Indoor,62,144.958804,-37.78289944
2011,904,Parkville,Seats - Outdoor,50,144.9586811,-37.78398214
2014,270,Parkville,Seats - Outdoor,50,144.9612468,-37.79739836
2004,710,Melbourne (Remainder),Seats - Outdoor,16,144.9759515,-37.83587197
2016,862,South Yarra,Seats - Outdoor,30,144.9805007,-37.83412678
2019,58,Melbourne (CBD),Seats - Outdoor,11,144.9709443,-37.81170263
2009,1104,Docklands,Seats - Outdoor,12,144.9479753,-37.81925128
2015,246,Carlton,Seats - Outdoor,48,144.9664967,-37.80144374
2019,131,Docklands,Seats - Indoor,164,144.9536422,-37.82253633
2009,1109,Docklands,Seats - Indoor,50,144.9393812,-37.81578527
2020,739,Southbank,Seats - Outdoor,80,144.9678778,-37.82413111
2012,54,Melbourne (CBD),Seats - Outdoor,16,144.9626049,-37.81366344
2011,45,Melbourne (CBD),Seats - Indoor,14,144.963743,-37.81484304
2002,423,West Melbourne (Residential),Seats - Indoor,91,144.9494691,-37.80540026
2014,929,Parkville,Seats - Outdoor,10,144.9479354,-37.77810275
2012,115,Melbourne (CBD),Seats - Indoor,75,144.9614059,-37.80713788
2017,16,Melbourne (CBD),Seats - Indoor,8,144.9676946,-37.81676378
2008,12,Melbourne (CBD),Seats - Outdoor,10,144.9581001,-37.81936892
2020,17,Melbourne (CBD),Seats - Indoor,20,144.9702912,-37.8161284
2016,95,Melbourne (CBD),Seats - Outdoor,4,144.961461,-37.80977302
2005,53,Melbourne (CBD),Seats - Indoor,57,144.9599781,-37.81428721
2015,45,Melbourne (CBD),Seats - Indoor,120,144.9640121,-37.81488175
2023,513,Kensington,Seats - Indoor,12,144.9324914,-37.79496478
2023,651,East Melbourne,Seats - Indoor,34,144.9773404,-37.81154318
2007,23,Melbourne (CBD),Seats - Outdoor,20,144.9598861,-37.81797913
2017,655,East Melbourne,Seats - Indoor,42,144.9759275,-37.81642072
2003,53,Melbourne (CBD),Seats - Indoor,80,144.9602338,-37.81468125
2015,559,Kensington,Seats - Indoor,14,144.9163635,-37.79387621
2019,63,Melbourne (CBD),Seats - Indoor,45,144.9597229,-37.81392392
2006,656,East Melbourne,Seats - Indoor,40,144.9799931,-37.81680896
2004,353,North Melbourne,Seats - Outdoor,8,144.9484333,-37.79508461
2018,333,North Melbourne,Seats - Outdoor,22,144.9475392,-37.80257072
2004,207,Carlton,Seats - Outdoor,20,144.9670992,-37.79822281
2022,46,Melbourne (CBD),Seats - Outdoor,30,144.9665978,-37.81376503
2022,811,Southbank,Seats - Indoor,110,144.963253,-37.82376394
2016,659,Melbourne (Remainder),Seats - Outdoor,50,144.9798842,-37.82162593
2019,919,Parkville,Seats - Outdoor,40,144.9565785,-37.80009421
2015,720,Melbourne (Remainder),Seats - Outdoor,16,144.9771931,-37.83854243
2009,377,North Melbourne,Seats - Indoor,60,144.954319,-37.79972971
2005,788,Port Melbourne,Seats - Indoor,60,144.918603,-37.83106378
2003,315,North Melbourne,Seats - Indoor,50,144.9413173,-37.79905412
2024,66,Melbourne (CBD),Seats - Indoor,70,144.9669419,-37.81186912
2022,790,Port Melbourne,Seats - Outdoor,12,144.9095599,-37.82673485
2024,114,Melbourne (CBD),Seats - Outdoor,9,144.9584613,-37.80788769
2022,739,Southbank,Seats - Outdoor,80,144.9678778,-37.82413111
2017,113,Melbourne (CBD),Seats - Indoor,48,144.9572395,-37.80745984
2014,56,Melbourne (CBD),Seats - Indoor,130,144.9677867,-37.81264685
2014,786,Port Melbourne,Seats - Indoor,16,144.920988,-37.82600955
2020,24,Melbourne (CBD),Seats - Outdoor,24,144.9638971,-37.81719967
2007,72,Melbourne (CBD),Seats - Indoor,14,144.9560264,-37.81347798
2011,375,North Melbourne,Seats - Outdoor,64,144.9563792,-37.80130394
2024,61,Melbourne (CBD),Seats - Indoor,12,144.9542493,-37.81498784
2007,65,Melbourne (CBD),Seats - Indoor,90,144.9646822,-37.81216522
2017,1103,Docklands,Seats - Indoor,32,144.9475368,-37.81486994
2020,929,Parkville,Seats - Indoor,32,144.9479354,-37.77810281
2005,42,Melbourne (CBD),Seats - Outdoor,12,144.9578227,-37.81636671
2020,1103,Docklands,Seats - Indoor,110,144.947217,-37.81817241
2010,245,Carlton,Seats - Indoor,58,144.9651037,-37.80077102
2020,243,Carlton,Seats - Indoor,32,144.9632972,-37.80058304
2014,223,Carlton,Seats - Indoor,75,144.9710582,-37.79776853
2024,242,Carlton,Seats - Indoor,120,144.962209,-37.80045792
2023,312,North Melbourne,Seats - Outdoor,8,144.9376573,-37.79722779
2010,1109,Docklands,Seats - Indoor,180,144.9406594,-37.8149263
2019,97,Melbourne (CBD),Seats - Outdoor,12,144.9681732,-37.80752222
2014,252,Carlton,Seats - Outdoor,10,144.9666993,-37.80443778
2023,753,Southbank,Seats - Indoor,85,144.9671147,-37.82038776
2008,216,Carlton,Seats - Outdoor,10,144.9692712,-37.79771074
2013,37,Melbourne (CBD),Seats - Indoor,12,144.9693797,-37.81398457
2009,38,Melbourne (CBD),Seats - Indoor,85,144.9725952,-37.81314963
2016,931,Parkville,Seats - Indoor,200,144.9508291,-37.7949325
2015,205,Carlton,Seats - Outdoor,36,144.9648536,-37.79944075
2018,65,Melbourne (CBD),Seats - Indoor,59,144.9638386,-37.812452
2002,1006,West Melbourne (Industrial),Seats - Indoor,37,144.9307603,-37.80811626
2016,17,Melbourne (CBD),Seats - Indoor,33,144.9717356,-37.81546284
2009,246,Carlton,Seats - Outdoor,34,144.9664569,-37.80171819
2002,61,Melbourne (CBD),Seats - Indoor,2,144.9548664,-37.81514799
2009,12,Melbourne (CBD),Seats - Outdoor,8,144.9582721,-37.81974184
2024,11,Melbourne (CBD),Seats - Indoor,75,144.9566017,-37.81988483
2023,1110,Docklands,Seats - Outdoor,8,144.939411,-37.81220918
2022,242,Carlton,Seats - Indoor,120,144.962209,-37.80045792
2006,95,Melbourne (CBD),Seats - Indoor,14,144.9634292,-37.80945869
2007,340,North Melbourne,Seats - Indoor,11,144.9429414,-37.80430416
2005,115,Melbourne (CBD),Seats - Outdoor,38,144.9619957,-37.80710849
2017,52,Melbourne (CBD),Seats - Indoor,250,144.9556244,-37.81551354
2015,1103,Docklands,Seats - Indoor,75,144.9493733,-37.81733574
2018,214,Carlton,Seats - Indoor,20,144.9681645,-37.79698295
2009,444,West Melbourne (Residential),Seats - Outdoor,12,144.9503335,-37.81194572
2014,246,Carlton,Seats - Indoor,70,144.9666725,-37.80089707
2002,226,Carlton,Seats - Outdoor,16,144.9711592,-37.79538234
2009,362,North Melbourne,Seats - Indoor,18,144.9581215,-37.80434979
2023,18,Melbourne (CBD),Seats - Indoor,16,144.9739801,-37.8150568
2009,1109,Docklands,Seats - Outdoor,68,144.9436845,-37.81389028
2020,376,North Melbourne,Seats - Indoor,12,144.9552001,-37.80067769
2004,870,Melbourne (Remainder),Seats - Indoor,244,144.9826734,-37.8463373
2009,724,Melbourne (Remainder),Seats - Outdoor,10,144.9798191,-37.8455379
2012,63,Melbourne (CBD),Seats - Indoor,80,144.9597543,-37.81355361
2024,64,Melbourne (CBD),Seats - Indoor,60,144.9612008,-37.81284495
2010,274,Carlton,Seats - Indoor,70,144.9613969,-37.78509146
2020,1103,Docklands,Seats - Indoor,15,144.9490176,-37.8179209
2015,1102,Docklands,Seats - Indoor,16,144.9467679,-37.81384049
2006,502,West Melbourne (Industrial),Seats - Indoor,16,144.9165168,-37.80087355
2015,28,Melbourne (CBD),Seats - Indoor,72,144.9734622,-37.81377997
2020,440,West Melbourne (Residential),Seats - Outdoor,16,144.9501054,-37.80973186
2012,655,East Melbourne,Seats - Outdoor,15,144.9782701,-37.81796562
2015,785,Port Melbourne,Seats - Outdoor,36,144.9052161,-37.82483593
2022,1109,Docklands,Seats - Indoor,20,144.9401994,-37.81427742
2012,114,Melbourne (CBD),Seats - Outdoor,12,144.9597917,-37.80760291
2020,1108,Docklands,Seats - Indoor,38,144.9451224,-37.81888389
2020,87,Melbourne (CBD),Seats - Indoor,56,144.968423,-37.80861853
2022,96,Melbourne (CBD),Seats - Indoor,33,144.9645436,-37.80818156
2002,15,Melbourne (CBD),Seats - Indoor,150,144.9653073,-37.81724335
2020,1103,Docklands,Seats - Indoor,34,144.9475368,-37.81486994
2013,790,Port Melbourne,Seats - Outdoor,22,144.9063359,-37.82797655
2007,101,West Melbourne (Residential),Seats - Indoor,30,144.9509553,-37.81132737
2014,1108,Docklands,Seats - Indoor,13,144.9450661,-37.81970479
2012,55,Melbourne (CBD),Seats - Outdoor,155,144.9632879,-37.81360425
2023,256,Carlton,Seats - Outdoor,16,144.9620274,-37.80421362
2010,22,Melbourne (CBD),Seats - Indoor,120,144.9573222,-37.81918367
2020,67,Melbourne (CBD),Seats - Indoor,80,144.9679947,-37.81132789
2002,1001,West Melbourne (Industrial),Seats - Indoor,40,144.9105334,-37.81428937
2013,788,Port Melbourne,Seats - Outdoor,40,144.918605,-37.8310487
2016,34,Melbourne (CBD),Seats - Outdoor,6,144.9635071,-37.81592313
2021,801,Southbank,Seats - Outdoor,14,144.9638744,-37.82193589
2007,773,Docklands,Seats - Indoor,56,144.9476625,-37.82459966
2017,245,Carlton,Seats - Outdoor,40,144.9651037,-37.80077102
2024,240,Carlton,Seats - Outdoor,15,144.9592806,-37.80023307
2017,66,Melbourne (CBD),Seats - Indoor,70,144.9661302,-37.81188094
2009,1108,Docklands,Seats - Indoor,72,144.9434599,-37.82044558
2014,47,Melbourne (CBD),Seats - Outdoor,24,144.9701092,-37.81281454
2021,1108,Docklands,Seats - Outdoor,10,144.9452948,-37.81711584
2003,378,North Melbourne,Seats - Outdoor,8,144.9531807,-37.79881294
2015,1110,Docklands,Seats - Outdoor,18,144.9378299,-37.81315031
2011,720,Melbourne (Remainder),Seats - Outdoor,24,144.9770428,-37.83774553
2012,570,Kensington,Seats - Indoor,25,144.9168903,-37.78417751
2005,861,South Yarra,Seats - Indoor,100,144.9819545,-37.83430139
2012,37,Melbourne (CBD),Seats - Indoor,14,144.9706727,-37.81354329
2024,246,Carlton,Seats - Outdoor,16,144.966446,-37.80178513
2018,774,Port Melbourne,Seats - Indoor,52,144.9309535,-37.82210926
2015,27,Melbourne (CBD),Seats - Indoor,96,144.9700073,-37.81473508
2014,97,Melbourne (CBD),Seats - Outdoor,26,144.9664575,-37.80822377
2016,35,Melbourne (CBD),Seats - Indoor,46,144.9642349,-37.81529082
2015,208,Carlton,Seats - Indoor,35,144.9663778,-37.79685803
2005,17,Melbourne (CBD),Seats - Indoor,80,144.9704092,-37.81569008
2020,34,Melbourne (CBD),Seats - Indoor,55,144.9624392,-37.81585501
2007,441,West Melbourne (Residential),Seats - Indoor,104,144.9491657,-37.8096538
2005,931,Parkville,Seats - Indoor,70,144.9508291,-37.7949325
2011,66,Melbourne (CBD),Seats - Outdoor,10,144.9666305,-37.8112684
2007,113,Melbourne (CBD),Seats - Indoor,6,144.957249,-37.80746124
2002,606,East Melbourne,Seats - Indoor,35,144.9896415,-37.81662932
2019,441,West Melbourne (Residential),Seats - Indoor,30,144.9484636,-37.81023629
2005,1006,West Melbourne (Industrial),Seats - Indoor,37,144.9307603,-37.80811626
2019,204,Carlton,Seats - Outdoor,50,144.9657541,-37.79725532
2011,103,Melbourne (CBD),Seats - Indoor,100,144.9579611,-37.8096856
2022,1107,Docklands,Seats - Indoor,71,144.9484725,-37.82183078
2003,784,Port Melbourne,Seats - Indoor,47,144.9187957,-37.82221191
2024,607,East Melbourne,Seats - Outdoor,8,144.987488,-37.81636984
2011,239,Carlton,Seats - Indoor,4,144.9580246,-37.80033364
2011,95,Melbourne (CBD),Seats - Outdoor,4,144.9623409,-37.80965593
2017,656,East Melbourne,Seats - Indoor,41,144.9799837,-37.81680765
2014,931,Parkville,Seats - Outdoor,16,144.947632,-37.78541878
2008,25,Melbourne (CBD),Seats - Indoor,10,144.9654744,-37.81664469
2013,432,West Melbourne (Residential),Seats - Indoor,16,144.9524041,-37.80751845
2016,67,Melbourne (CBD),Seats - Indoor,80,144.9676538,-37.81098407
2016,720,Melbourne (Remainder),Seats - Outdoor,24,144.9770522,-37.83774686
2006,242,Carlton,Seats - Indoor,40,144.9622184,-37.80045935
2020,239,Carlton,Seats - Indoor,60,144.9583287,-37.80169537
2012,12,Melbourne (CBD),Seats - Indoor,10,144.9591876,-37.8192157
2018,2524,Kensington,Seats - Indoor,50,144.9301769,-37.79426147
2014,2392,North Melbourne,Seats - Indoor,5,144.9414027,-37.79501722
2003,61,Melbourne (CBD),Seats - Outdoor,8,144.9549007,-37.81522237
2024,212,Carlton,Seats - Indoor,80,144.9690954,-37.79465838
2016,246,Carlton,Seats - Outdoor,68,144.966459,-37.80128991
2019,57,Melbourne (CBD),Seats - Indoor,32,144.9688573,-37.81199769
2019,242,Carlton,Seats - Indoor,200,144.961518,-37.80117842
2024,32,Melbourne (CBD),Seats - Indoor,80,144.9579514,-37.8176551
2023,15,Melbourne (CBD),Seats - Indoor,44,144.9659028,-37.81706291
2017,811,Southbank,Seats - Outdoor,16,144.9635826,-37.82348388
2013,64,Melbourne (CBD),Seats - Outdoor,74,144.9612623,-37.81339488
2023,362,North Melbourne,Seats - Indoor,50,144.9582918,-37.80471151
2008,262,Carlton,Seats - Indoor,48,144.9600381,-37.8044181
2004,18,Melbourne (CBD),Seats - Outdoor,12,144.9741113,-37.81454693
2017,52,Melbourne (CBD),Seats - Indoor,6,144.9557168,-37.81571633
2003,746,Southbank,Seats - Outdoor,30,144.9663055,-37.83070593
2020,2546,Kensington,Seats - Outdoor,8,144.9311131,-37.79436218
2014,35,Melbourne (CBD),Seats - Indoor,88,144.9644662,-37.81529155
2012,1101,Docklands,Seats - Outdoor,32,144.9511871,-37.81501712
2019,651,East Melbourne,Seats - Indoor,70,144.9757456,-37.81162322
2022,17,Melbourne (CBD),Seats - Indoor,125,144.9713707,-37.81593915
2023,803,Southbank,Seats - Indoor,80,144.9586602,-37.82312164
2018,929,Parkville,Seats - Indoor,32,144.9479354,-37.77810281
2018,131,Docklands,Seats - Outdoor,139,144.9536422,-37.82253633
2016,1103,Docklands,Seats - Indoor,12,144.9475597,-37.81650633
2023,1103,Docklands,Seats - Outdoor,16,144.9475368,-37.81486994
2020,23,Melbourne (CBD),Seats - Indoor,4,144.9610572,-37.81799198
2005,57,Melbourne (CBD),Seats - Indoor,180,144.9688667,-37.81199904
2024,1110,Docklands,Seats - Indoor,70,144.939411,-37.81220918
2011,807,Southbank,Seats - Outdoor,300,144.9597768,-37.82385375
2016,62,Melbourne (CBD),Seats - Outdoor,12,144.9556789,-37.81501841
2015,915,Parkville,Seats - Indoor,160,144.9575345,-37.79554181
2011,1103,Docklands,Seats - Indoor,12,144.9475844,-37.81657578
2016,921,Parkville,Seats - Indoor,100,144.9560759,-37.79746786
2008,131,Docklands,Seats - Indoor,40,144.9536422,-37.82253633
2014,1110,Docklands,Seats - Indoor,133,144.9378299,-37.81315031
2024,21,Melbourne (CBD),Seats - Indoor,175,144.95469,-37.81929311
2014,74,Melbourne (CBD),Seats - Indoor,68,144.9615613,-37.81146864
2024,270,Parkville,Seats - Outdoor,24,144.9612587,-37.79738772
2019,55,Melbourne (CBD),Seats - Outdoor,62,144.9632879,-37.81360425
2018,113,Melbourne (CBD),Seats - Indoor,6,144.9572395,-37.80745984
2024,929,Parkville,Seats - Indoor,40,144.944996,-37.77749378
2024,710,Melbourne (Remainder),Seats - Outdoor,8,144.9762096,-37.836275
2019,616,East Melbourne,Seats - Outdoor,12,144.9853031,-37.81337468
2013,68,Melbourne (CBD),Seats - Indoor,18,144.9720594,-37.81012699
2012,53,Melbourne (CBD),Seats - Indoor,80,144.9590443,-37.81456798
2016,1101,Docklands,Seats - Indoor,30,144.9541682,-37.82020698
2017,801,Southbank,Seats - Outdoor,75,144.9628914,-37.8210403
2007,56,Melbourne (CBD),Seats - Indoor,24,144.9656212,-37.81279049
2019,73,Melbourne (CBD),Seats - Outdoor,32,144.9583529,-37.8130525
2008,62,Melbourne (CBD),Seats - Indoor,100,144.9552166,-37.81459099
2021,618,East Melbourne,Seats - Indoor,60,144.9845142,-37.81593731
2019,24,Melbourne (CBD),Seats - Indoor,8,144.9627888,-37.81722704
2015,748,Southbank,Seats - Indoor,30,144.9695681,-37.83002436
2023,432,West Melbourne (Residential),Seats - Outdoor,4,144.9520393,-37.80775631
2019,1101,Docklands,Seats - Outdoor,32,144.9530968,-37.81969578
2009,91,West Melbourne (Residential),Seats - Outdoor,8,144.9535142,-37.81214527
2016,207,Carlton,Seats - Indoor,50,144.9670992,-37.79822281
2016,434,West Melbourne (Residential),Seats - Indoor,16,144.9540543,-37.8059015
2002,72,Melbourne (CBD),Seats - Outdoor,20,144.9566254,-37.81299689
2005,33,Melbourne (CBD),Seats - Outdoor,20,144.9606517,-37.81669145
2021,47,Melbourne (CBD),Seats - Indoor,100,144.9684972,-37.81296416
2013,652,East Melbourne,Seats - Indoor,100,144.9755868,-37.81264492
2012,46,Melbourne (CBD),Seats - Indoor,6,144.9679684,-37.81310923
2002,268,Carlton,Seats - Indoor,60,144.9686038,-37.80578864
2008,362,North Melbourne,Seats - Outdoor,9,144.9582918,-37.80471151
2006,262,Carlton,Seats - Indoor,52,144.9600475,-37.80441951
2004,74,Melbourne (CBD),Seats - Indoor,35,144.9605401,-37.81240924
2022,1110,Docklands,Seats - Indoor,31,144.9394107,-37.81220939
2022,651,East Melbourne,Seats - Indoor,40,144.9773405,-37.81154319
2003,250,Carlton,Seats - Outdoor,24,144.9716449,-37.80402022
2018,1107,Docklands,Seats - Indoor,60,144.9484725,-37.82183078
2005,781,Port Melbourne,Seats - Indoor,40,144.9253718,-37.82324316
2021,81,Melbourne (CBD),Seats - Indoor,40,144.9532342,-37.81359291
2023,347,North Melbourne,Seats - Indoor,32,144.9496139,-37.80114341
2003,230,Carlton,Seats - Outdoor,6,144.9751439,-37.79440036
2016,1109,Docklands,Seats - Outdoor,40,144.941271,-37.81460673
2014,33,Melbourne (CBD),Seats - Indoor,60,144.9609695,-37.81637877
2005,724,Melbourne (Remainder),Seats - Outdoor,30,144.9803877,-37.84685436
2016,66,Melbourne (CBD),Seats - Indoor,69,144.9670464,-37.81112058
2011,354,North Melbourne,Seats - Indoor,20,144.9504455,-37.80499942
2018,434,West Melbourne (Residential),Seats - Outdoor,6,144.9540448,-37.80590009
2005,1108,Docklands,Seats - Indoor,60,144.9449797,-37.81903793
2024,14,Melbourne (CBD),Seats - Indoor,88,144.9643315,-37.81741877
2008,744,Southbank,Seats - Outdoor,31,144.9661569,-37.82967462
2021,326,North Melbourne,Seats - Indoor,12,144.9466965,-37.79823272
2013,104,Melbourne (CBD),Seats - Indoor,40,144.9585116,-37.80897917
2013,15,Melbourne (CBD),Seats - Indoor,31,144.9654844,-37.81710105
2010,45,Melbourne (CBD),Seats - Outdoor,22,144.9645323,-37.81445406
2022,76,Melbourne (CBD),Seats - Outdoor,27,144.9657034,-37.810658
2024,68,Melbourne (CBD),Seats - Indoor,220,144.9709749,-37.81068513
2022,68,Melbourne (CBD),Seats - Indoor,8,144.9707149,-37.81005686
2017,644,East Melbourne,Seats - Indoor,58,144.9748871,-37.80862592
2007,430,West Melbourne (Residential),Seats - Indoor,35,144.9487991,-37.80897288
2010,206,Carlton,Seats - Outdoor,50,144.966741,-37.80004558
2013,216,Carlton,Seats - Outdoor,16,144.969295,-37.79757961
